UserId,ItemId
348,2127 2463 1289 2514 231 1612 1122 1956 865 1575 2182 987 2799 168 405 2171 1307 266 1470 1505 644 91 2754 2678 1560 2081 981 1156 1784 3241 3130 1226 1013 2039 868 1237 2946 2455 1336 2057 957 2825 1941 2111 2934 1056 2533 3078 2176 1812
349,98 1268 2805 3118 2182 702 770 2022 0 2320 2536 1386 1922 412 1956 2885 2652 465 405 532 1237 1567 2171 2541 2398 1241 767 1152 1443 294 2850 1923 1984 3167 3178 3106 2799 1558 2464 241 496 712 3035 431 2380 2547 1474 553 2883 2638
350,496 2940 2431 1596 2022 862 1213 2312 2359 987 2592 2392 479 1197 1193 2537 2652 2393 1657 1106 2463 2217 2645 1868 1793 719 1474 465 2547 2944 2380 2833 1560 365 2959 780 1604 2464 1666 697 1826 3031 553 1113 2706 1735 431 876 948 1956
351,2222 756 2638 907 1853 1931 1857 3037 1669 485 126 2770 2173 3186 2115 1424 3206 1619 842 2127 1533 984 372 167 1290 1766 1343 335 228 3086 2536 2339 3156 821 598 370 1365 333 939 1603 919 2521 2757 1614 565 242 1693 613 307 2977
352,1857 910 2176 3182 2749 2341 2111 3003 596 2905 2393 1722 959 3059 2302 2744 2198 1952 1165 2962 2616 2338 1379 2875 1767 2933 3142 2666 45 2964 1094 1340 1990 2546 1975 2972 100 2173 1956 2811 241 1220 3080 1879 964 2476 1517 1071 1529 59
353,505 2959 334 2805 1573 1307 2127 2706 1349 3241 479 2638 1521 2075 644 2173 776 2384 545 2498 2664 299 1343 1414 905 1563 72 821 162 1424 1422 397 919 628 1861 2470 3190 1260 402 598 2546 1568 86 2330 2537 264 3186 486 2521 98
354,2464 1193 865 714 2855 2117 1455 1734 3189 1325 1268 856 2546 92 2726 682 1347 243 1200 1189 1871 3142 3237 465 1185 1020 1213 3156 2645 458 845 2977 1017 2652 1307 1904 2463 1868 1295 767 2940 968 2380 663 1125 126 2514 1034 3086 3158
355,2455 2127 1200 1185 2392 167 2726 2320 1784 1991 335 1734 654 2977 3078 1231 2928 1922 505 1470 613 1156 1942 2855 702 3237 803 1318 868 117 496 243 2799 2464 2602 1874 2463 2537 706 2147 1197 2350 98 1575 1857 3181 551 842 981 3059
356,1424 1860 2706 1835 2115 496 770 231 505 2339 2928 385 795 2299 621 663 2458 1734 2099 712 1857 714 2568 2818 2772 2208 1218 15 110 2455 1660 622 3207 2180 86 2005 2837 1991 821 783 1765 2066 588 596 2575 1874 1706 2322 1190 2034
357,1185 1307 2805 697 1803 1321 2809 1200 1754 1290 2030 1556 2351 938 2638 2464 1735 1443 2173 3041 115 465 663 1213 1567 450 1656 968 702 613 1264 486 2384 331 2841 349 2291 505 1219 2537 585 1241 126 2031 312 1861 3221 987 1501 1026
358,814 968 2536 1407 2198 697 2845 1127 2971 2514 3040 2551 1505 2031 2902 1575 3032 2178 486 294 2392 2149 2821 275 2024 988 2208 633 3182 1197 1195 2977 231 465 1336 2750 2312 2807 333 1474 1681 2568 1765 702 1755 644 1793 2607 2525 780
359,2547 968 2514 1193 479 1197 2855 945 2541 3178 2039 2652 1956 167 2940 2537 2024 1868 1307 3026 1167 2463 1034 427 2536 2706 365 3142 275 702 485 490 1949 1218 2979 1560 783 2013 2997 251 2814 3041 756 988 1295 1737 2312 1793 417 2831
360,682 307 2127 2536 706 1430 1307 2359 2018 2770 2111 633 2763 3194 2979 1922 2339 2638 663 1034 173 2831 1340 2844 1880 1053 2622 430 1268 964 2310 770 1942 162 1641 2309 2706 1466 3079 1339 1341 122 1530 2262 2119 1152 1411 1212 3182 1756
361,2514 1575 2179 2464 1156 2351 1770 2463 1059 231 2299 333 2312 1465 2770 2944 2726 1405 1754 3041 812 1185 457 697 1092 1868 3021 2976 663 496 494 1734 1048 2837 275 968 799 1949 2937 2435 505 2546 871 1196 273 1920 241 868 2208 2782
362,1060 3178 1197 2652 3092 1887 1741 1949 241 697 275 1474 2455 698 2299 2464 1443 2885 2319 1268 1239 1195 412 167 147 2678 1455 2470 2908 1714 3148 2537 1672 3142 333 457 1295 3091 521 2124 1681 490 117 1715 803 2081 2039 3181 372 2006
363,545 1604 2182 964 3118 3189 36 2805 2985 122 2380 2809 2541 2855 2002 712 1343 2411 1531 1480 2908 3041 1417 2885 1507 3236 485 1835 2783 1088 2734 1386 838 2934 1558 2527 1443 331 445 255 465 2359 1156 1937 1920 553 1957 2955 863 2299
364,2464 2537 2232 3142 2536 2351 830 2652 333 988 2460 2841 2182 2885 2810 1474 1336 1941 2845 290 1268 1715 1984 2962 2466 1861 1804 239 876 3178 714 412 1466 2902 655 2193 319 1722 2445 2385 2108 976 2611 2726 2299 1029 2124 968 1568 1264
365,1200 2127 2652 1348 2299 496 2464 2541 231 1784 2320 3078 2726 346 1185 2179 3209 1673 1858 609 812 3241 1770 1754 1474 505 1307 1923 702 968 1991 2208 147 655 1722 2976 1193 2173 2463 1369 3186 117 2946 1423 2977 1681 46 783 2616 1324
366,2855 497 2696 3031 457 1861 1195 1130 1648 964 1755 100 2463 2525 3118 505 2072 776 2782 2878 454 976 479 1185 521 1949 3040 697 2946 596 2807 1197 2944 3178 1812 1881 2966 3236 1455 444 1475 1443 2398 803 702 294 3209 2574 1684 465
367,1156 3090 2616 1560 2343 2706 2749 1079 1407 2541 2750 3041 1290 1657 1280 170 1424 485 1060 1675 2173 1013 1923 3049 2902 1920 457 863 1204 501 2463 988 1922 1474 1669 551 2688 1226 1239 3229 3037 2770 162 3241 1193 765 307 1397 1343 1784
368,1200 1193 2940 2814 1681 1923 2022 945 465 489 2463 1991 2464 1156 1197 3241 505 496 1754 2339 3127 3181 2966 1465 3248 2726 2749 2547 486 100 2855 471 1949 1318 2179 1455 2480 2791 2772 1195 2299 230 663 2939 697 2536 1060 2350 2163 1648
369,1575 319 2113 751 1896 1415 2431 192 490 2652 479 1195 651 151 1964 505 2810 1377 443 1001 938 2320 776 163 1056 2631 964 1450 2072 2885 2557 1432 240 2351 2111 1290 2217 971 3241 2977 1873 3237 976 629 3142 740 1858 1596 655 1641
370,231 1268 1054 829 2831 714 2959 317 1005 2546 2128 1405 2855 1088 825 1006 1686 2115 613 3049 1195 553 1213 3127 633 1470 458 871 1184 2352 98 3150 3194 1613 1605 2997 2217 876 46 1951 494 706 2413 1829 2182 2417 1364 335 2299 1041
371,1575 505 865 676 275 1407 719 2514 2460 2283 1054 1861 3079 428 2831 1193 1325 2464 2124 397 1734 2070 2398 231 2837 2661 1207 1635 1077 2940 1681 2149 2664 457 1800 2971 167 714 2521 443 25 486 2299 2536 780 3147 1558 2178 1656 2306
372,505 1034 2527 1715 676 525 486 1203 231 2977 2167 1113 905 1195 2022 3031 1868 2431 1132 702 454 545 331 1197 3089 1226 2841 3181 1200 490 1784 1321 2821 13 2661 241 1684 2795 585 465 3041 938 417 0 1154 1002 1765 2811 3241 2514
373,964 1737 1348 2875 1106 1736 3091 697 2350 2616 2908 2879 1046 501 470 2351 551 2318 346 2470 2464 2944 169 1214 821 1268 3059 2726 1299 2412 712 702 1866 2031 292 190 545 2526 1289 1237 935 1674 1560 3241 1213 2880 490 803 1242 1147
374,2537 3209 1681 2514 92 1193 2652 2133 2232 770 1575 2720 1386 1941 981 3178 3142 2845 865 1156 270 1875 1127 1012 1362 1770 496 697 1455 812 706 2541 2463 2222 1868 3181 3037 1857 1200 2441 1357 1195 2072 1268 2024 2176 2127 2875 609 2382
375,1194 863 1339 2470 122 2351 2002 3142 1498 2320 988 2875 3242 468 272 1159 1736 396 512 45 589 3145 1529 1700 1071 2651 3003 2127 3130 2182 2393 2471 2058 1094 2359 2881 1034 2522 1533 1269 2962 3059 2179 1396 2538 3241 100 2571 738 1800
376,1365 2977 1672 2750 2527 2855 1868 443 1197 988 770 2946 2994 3147 783 277 3092 625 3142 1784 1048 1969 2006 1268 2966 741 3037 2810 100 1520 505 2350 2971 486 2537 296 3046 545 565 3156 3237 465 2976 745 2455 1204 1088 525 1321 1351
377,335 1154 2464 1405 505 2977 1868 2385 1474 825 1197 358 676 3221 751 1797 1224 1895 275 836 1861 1193 714 319 938 862 1185 1450 2455 2706 402 2940 1054 471 2779 1455 458 1088 847 2889 1325 719 987 349 2474 629 1857 465 1269 457
378,1784 1150 862 417 1695 1730 1092 2128 2472 2136 712 2551 2934 837 3008 415 2508 489 3049 2939 475 1023 783 1132 968 0 2671 1405 3248 486 1672 1799 1911 3031 3118 3229 2568 1272 2455 2108 762 1579 565 2297 2124 2522 2635 510 1682 100
379,1680 2855 2173 1299 1336 1474 3077 2885 3064 2550 91 31 1290 1784 1200 1731 435 2563 938 1069 2411 2066 863 2055 1020 3241 672 2536 2959 751 782 59 1973 3080 1792 1736 2684 817 1728 2330 915 983 1814 2811 1956 1857 2869 2140 1693 2878
380,964 988 296 1784 1239 1602 3241 1106 2855 1195 1714 1001 3130 192 2934 2875 1060 1318 2262 1268 2222 1290 1048 2464 3209 2472 454 2883 2351 100 2809 2311 2455 486 710 2937 2810 3145 3229 945 1289 2163 1988 907 2108 1197 1868 868 1560 779
381,471 1213 100 3241 1956 2179 1765 845 1857 2173 2946 490 2299 1195 2464 988 2176 3041 2428 192 2398 1991 2555 770 945 1020 719 1795 2805 2533 663 15 217 1292 3092 1289 1239 2977 2706 1868 1871 3145 1720 1923 2108 2878 2616 2770 2159 1185
382,277 865 100 2855 1034 1575 2498 1558 142 1857 644 3068 725 2563 2127 958 1942 2805 2786 72 954 317 2216 358 2075 545 1900 2638 471 45 2291 2089 398 1290 1423 3175 714 876 2351 1295 1563 454 2957 475 2879 2536 335 2350 2320 231
383,457 1407 2464 2831 1092 2821 1325 3231 3181 976 589 2977 981 443 1424 968 2455 2841 655 2127 181 272 1307 2928 2178 573 1673 2024 1560 465 812 3031 273 2833 964 277 3078 2563 1800 1861 1505 2460 2232 2222 1786 1116 427 780 2351 1198
384,334 2527 1513 3176 847 1113 428 2940 2514 1132 2645 1226 756 2821 275 1343 3079 3147 2065 1383 2977 1197 3231 663 2942 1969 471 1958 2757 3031 162 1803 1193 2828 494 2508 3199 1325 2337 1338 2571 1130 2832 2893 2840 1079 730 2464 2460 2827
385,485 1430 1593 968 1281 1411 2962 584 1942 2411 1548 2119 2178 457 1200 2197 756 2611 2474 1103 2514 134 1348 284 1195 1466 2885 419 1616 2309 2278 175 1641 1563 2258 396 3209 313 1941 1689 706 3013 1366 639 865 1262 976 2837 2149 521
386,3089 1697 431 1237 2724 1922 2850 2001 1362 1529 3236 525 100 2393 2167 3175 1152 3223 942 1417 2253 2473 405 2222 2072 445 45 2287 2361 284 346 1318 3221 1386 987 3111 2217 2994 1369 938 296 767 227 573 2824 163 434 1560 788 2634
387,663 1455 1193 2514 471 2464 231 505 1575 2455 770 192 2180 945 3130 1348 2007 176 486 443 465 1341 164 988 2515 333 1835 1386 417 2398 1200 317 1754 1424 2117 783 2902 2940 2831 2536 2821 1795 275 2281 3021 1034 1533 437 1793 3071
388,1575 2855 1474 2022 750 1193 3103 2885 2291 2547 471 1060 1818 2652 2922 609 1213 117 644 277 2934 2413 2514 1029 521 2626 1156 1923 1297 2940 2179 1852 231 2537 2108 945 987 1405 706 394 1684 1812 517 1549 2182 2944 1804 2024 1470 607
389,427 2885 2724 333 2869 1501 275 3221 840 3041 2783 1268 2799 949 213 496 1575 2039 1046 2190 2706 2944 897 1539 2514 964 231 629 163 1465 2549 433 3236 3167 2710 2257 2536 1155 950 734 1030 1470 2362 2431 587 2977 1455 431 1193 251
390,1868 2855 2024 1754 2044 2616 417 2299 2551 2080 3229 697 1362 517 471 988 2127 48 2441 609 706 496 1800 2055 1193 719 1875 1210 1379 167 491 987 2714 1423 505 454 1226 2934 532 1657 2814 2022 2805 2472 1860 1156 1240 3041 217 1307
391,2866 655 825 2129 335 714 3189 1203 1991 676 613 1088 1195 1005 2113 1405 288 3243 2392 786 1269 1156 2413 2216 394 2805 3241 1240 3221 3220 1947 3237 1332 2565 2921 2885 1614 517 629 2178 2652 1348 1584 119 2072 155 2174 333 2446 1596
392,968 3035 1092 2178 3178 1341 1196 1722 753 1455 783 84 275 2039 2108 412 898 1677 1113 2805 2404 505 3078 1170 1307 146 2068 2013 1755 2841 1030 1480 1053 2537 2115 46 2602 98 2514 2122 565 2652 241 273 1820 230 2536 2464 1167 2296
393,2964 2393 398 1736 232 100 1714 1922 1423 761 1122 743 1210 2320 2933 532 272 501 1560 589 2157 1106 1498 2988 2347 2080 2819 3241 3072 1602 511 2714 982 1396 2850 497 2470 853 2353 2919 2405 690 679 1784 2774 2564 519 2311 2883 2952
394,845 2173 2455 1212 1269 272 2127 465 2875 1663 3003 2393 2339 2743 863 117 814 682 1034 2411 1396 1407 2861 3090 1560 2825 2428 2977 1180 91 1452 486 511 277 3158 706 1602 3037 2770 1292 15 674 1193 2115 702 1056 1575 2514 2111 1797
395,486 2022 2940 1156 2885 2193 1797 1290 457 1407 3229 2299 2635 2574 987 1386 2811 272 2312 2031 465 3194 702 1417 2855 1005 714 1474 333 2841 865 3221 1224 1195 1185 998 2464 3118 2563 2515 46 2108 2455 1560 2497 2196 1268 3181 2736 277
396,1575 1195 2072 1455 2464 2091 1088 2652 3178 1474 2182 1127 2770 490 964 663 454 1873 2179 1156 1567 1405 706 1465 1386 1203 2312 521 423 160 2726 1005 1048 2031 3008 1193 231 1681 3241 486 2351 865 988 2934 2514 122 1686 3181 987 639
397,865 812 1513 2706 780 1083 1812 2024 2814 1331 1369 772 3031 2382 2952 1218 2070 968 1663 1200 2464 1048 1832 938 3196 3083 2351 783 231 366 79 2299 2007 1116 945 1196 940 1923 226 981 1379 1122 2664 3037 1050 2592 1693 1351 2946 3141
398,2959 1498 2811 1991 2602 1325 2171 1268 457 676 1686 949 1470 266 938 1045 1861 2225 3194 239 2579 1071 856 1450 2307 335 2182 2749 2299 517 2594 337 829 1405 1355 1299 1857 942 1197 2866 2928 1269 1240 2176 241 3210 319 2237 714 3080
399,1575 2514 1193 767 2115 762 1386 167 1455 1092 3181 3209 1443 1755 1268 2724 2726 871 241 2206 2885 1241 1156 2525 1770 2005 3229 496 1860 3127 2283 1984 2678 294 1200 2232 1343 521 741 1861 2030 698 2455 2351 2845 234 2099 1150 181 494
400,1430 1195 2805 490 2840 2971 2184 1715 1832 3008 1614 1130 1290 2548 2898 2138 1226 971 444 2798 1685 13 2309 1020 1048 593 2508 1501 745 3221 865 553 1001 1620 2828 2952 525 2997 1177 919 910 475 2743 3090 2661 1720 1125 331 307 498
401,2855 1082 3229 1922 3031 783 1197 1200 417 2805 2783 2460 1213 2652 2031 2537 1132 1770 2312 2934 2977 2428 968 1861 1348 2464 443 2971 1268 366 2885 169 2463 2299 1754 3090 865 2350 1942 91 1857 1567 1871 1048 2117 2875 1060 2024 2852 3142
402,1567 3103 1784 770 2464 2845 719 859 3031 2940 1923 1949 443 299 319 2455 457 1793 624 862 170 2547 2898 1693 3014 2460 1868 1663 1579 1605 644 845 3142 2031 1835 2086 2117 2147 380 1226 2371 454 918 465 485 2190 2537 275 2823 1072
403,1239 454 2551 479 1575 2986 865 532 3049 1289 987 2883 1681 2946 1455 2464 2937 2710 3130 470 358 1268 497 1474 505 2455 1071 1755 644 2398 2320 2688 115 2325 3064 3052 275 2825 1106 91 2055 2964 2312 3142 2176 1292 899 1185 1612 964
404,2855 2750 2652 471 385 2841 1193 3118 2805 517 1048 2320 2770 307 2299 454 1423 2398 741 2810 1290 491 2351 296 2757 2902 2541 1060 2934 3189 2514 2616 987 2012 1991 2006 1195 1857 1657 1860 2470 2182 968 750 865 3142 621 2508 3026 3237
405,945 2514 2770 167 2977 1405 1034 2706 745 417 1300 217 702 968 1307 644 331 296 3190 454 663 1102 1241 1456 2944 825 2757 1197 2940 335 2645 1857 1407 471 2536 363 1336 551 609 496 1786 1424 2024 2885 905 999 1054 3178 1396 3041
406,115 2163 280 3209 987 2463 1754 870 1197 2133 1923 59 380 1956 3118 1784 2940 2602 2976 1290 1567 2472 2441 2030 2295 2024 1128 2855 18 644 814 2749 31 532 2932 1268 2222 2055 3064 3127 1092 3035 2384 2883 1734 1023 1195 1672 2066 1065
407,2128 2805 1048 590 2299 1343 1558 3037 1054 2464 2537 1213 505 2997 358 2855 496 1754 1556 981 1607 1152 1352 573 2934 2783 2651 2885 2208 2546 2940 2455 1044 1338 3189 2574 1196 741 838 46 2913 1971 98 2483 1268 2217 3156 2955 1116 1423
408,1156 2514 2940 1579 2547 770 2179 2946 1405 2299 783 609 1112 573 2070 3118 1474 3231 1754 2115 471 1197 1424 2007 2470 231 2086 1092 3041 117 1861 2831 1835 1907 2706 1734 1407 2652 2398 712 1088 3026 3189 1048 2885 2463 950 945 662 490
409,2946 1071 1122 2652 1465 1643 251 2127 2855 2464 14 1602 2463 2964 1056 814 479 1505 2171 2035 2514 1770 1034 1714 1237 412 2343 1396 1046 2782 1560 272 1942 1102 942 2435 181 1281 868 3206 1567 230 1245 1200 3087 2058 385 2994 2749 3091
410,266 3241 2652 1289 2111 3189 596 2649 964 1268 3181 2541 1602 1048 1755 712 470 2908 1106 2072 1396 1529 865 2937 2470 2962 2171 2946 2875 1722 651 1474 957 2380 2855 1922 1348 1185 2799 2810 1941 168 2035 2910 1029 2523 2921 3148 1318 3087
411,1290 397 485 334 840 1343 2527 1209 2750 3162 865 2111 2380 1672 545 1521 2902 2661 2295 706 2174 1193 290 1556 2464 1417 2006 1152 3118 1236 1520 1001 984 1765 2494 595 1213 275 1656 719 2351 3176 2217 2007 147 2508 1012 2178 2536 3105
412,521 1722 465 1770 490 988 1106 2072 1348 2726 2819 2398 964 1020 845 1474 1268 803 1195 2649 3221 497 2652 2182 3181 719 1159 869 197 147 1529 1715 1567 1941 1575 2411 2696 1212 405 122 1185 2295 1156 234 2463 2058 2351 1455 1508 1213
413,1575 968 2464 1407 99 2124 1754 1949 1193 2463 712 1891 2575 417 2855 621 697 1648 443 2031 639 2470 2837 750 2178 2487 2380 1059 2441 1941 783 2455 573 164 976 2574 517 2006 1786 2537 2476 167 2319 1274 1241 3127 2024 2885 1060 2845
414,117 3178 1185 2902 2652 1923 2464 719 2022 2350 486 2855 1474 412 1115 1348 3022 1614 959 2291 1307 663 1034 1681 2299 2084 277 3078 167 2514 402 296 964 1455 706 2749 1533 3229 3037 2339 1860 1602 299 2783 362 2222 2127 712 273 1784
415,1292 2182 2652 2649 1939 1864 280 2350 471 296 3175 2976 2937 1443 1423 3077 803 1577 2710 2320 765 767 1156 596 232 545 2115 1396 470 3233 1213 166 122 2651 2874 1446 942 2441 964 1128 3189 1755 702 1706 2902 2463 655 2464 1269 975
416,1575 865 1474 1034 417 465 2855 1307 234 706 2464 1193 697 147 2070 1424 655 2320 2470 2652 1200 3178 1185 1197 1681 1268 2977 457 2940 443 794 2878 497 2841 2726 490 2547 2971 3031 1871 2024 2514 2299 1443 1938 637 1755 1343 2291 505
417,2652 1185 1034 1348 1239 470 1200 988 697 2359 1056 3250 2810 2966 490 1941 2107 2117 1268 945 2908 1430 2971 2464 2825 2444 1307 2182 968 1784 1455 1498 2428 898 1465 2940 1063 1424 545 1046 2649 2393 1990 307 2962 3087 1681 3145 2616 2463
418,2805 545 192 3189 2971 712 788 405 2799 443 949 525 2431 1999 1612 2270 2810 677 479 1034 958 2072 270 1991 475 2546 940 2741 1613 1558 2825 776 603 1475 1292 856 964 1697 294 1213 2734 1389 755 2809 2726 0 2563 651 1085 3221
419,2411 2547 2086 1200 624 422 1784 1156 2706 2783 173 197 870 505 380 2119 2633 783 1197 277 2470 1579 829 402 471 968 751 2959 296 2480 204 1689 1340 848 1868 2537 1663 1506 1973 794 2522 119 1575 2845 1185 1307 663 1268 1120 521
420,2262 2431 1474 2182 2217 1861 1213 651 987 751 3041 2413 1268 1106 676 3241 719 1684 1197 856 2811 91 2351 465 505 3221 3210 1006 2841 319 2885 2385 2299 1470 294 2111 3167 2225 2930 863 468 2944 866 1715 3194 829 2855 2164 331 1896
421,2885 1575 2855 1197 1474 2977 465 697 1812 167 2455 2127 964 2652 2262 1755 1348 2299 1156 2645 1494 3142 2031 865 490 2351 2428 485 1195 1737 1470 1200 2944 676 1289 1765 2413 2072 2649 706 319 1295 272 2174 814 1185 2757 296 2178 2464
422,270 1389 2734 698 2115 3089 2724 2905 2782 2296 163 942 2270 1029 1241 1475 2496 2778 2437 147 865 596 2602 1984 1875 1193 2703 2020 241 2232 1804 1185 517 231 1387 1060 243 2797 2841 2024 2852 649 2072 417 2985 2741 2499 405 1362 1722
423,1896 479 2563 2551 1001 2463 2866 2811 2022 1922 1770 1197 1272 770 1034 2652 2885 2807 319 2217 551 3150 1832 3202 2706 1975 1351 1083 2312 1793 1200 79 856 2081 2359 1826 2825 1026 1110 1728 935 192 2603 1901 1873 676 2841 1177 948 1575
424,2455 2977 783 3079 678 2115 1533 231 1116 370 2173 3186 856 2902 1005 1054 240 2415 1598 1784 2638 333 676 2651 457 1195 170 1720 0 1407 1307 2034 1189 335 1680 2575 593 117 2841 2899 1474 2538 757 1365 119 3139 1020 1672 2515 1424
425,2431 1797 1088 2855 2225 3241 1770 1197 2887 2652 2537 1299 2594 613 2959 1006 1213 1861 2811 115 231 825 2464 2631 2976 243 2113 714 1054 2977 1641 2726 1200 905 2651 803 2885 2089 1195 2971 2217 2305 1156 457 2182 1868 490 3142 1567 2022
426,1575 1325 2734 2652 273 465 2726 2855 471 714 2133 505 2985 3079 1455 1474 1048 307 865 1857 1295 1681 2547 3118 2536 1128 1797 231 1092 1770 147 595 2024 698 734 767 651 1167 2921 2990 3178 1034 1567 2035 1786 290 2810 593 968 905
427,2726 2688 2179 3091 2514 803 3059 1575 2977 2455 2173 2964 3241 1714 596 470 1784 1990 719 1474 3130 1180 1268 2902 3142 1577 1868 241 505 471 231 14 2782 1034 2875 1292 1922 2754 1643 3145 697 1071 1060 2841 2445 1295 1560 2435 521 938
428,1635 2320 1575 1009 2464 719 100 1185 702 2878 2455 231 1868 486 1567 2885 1195 147 698 92 2460 1795 465 1156 2845 405 2232 1681 454 2862 517 1734 1941 637 2470 1770 1226 1455 1766 2178 2652 443 2726 741 437 2662 167 2351 1125 1861
429,957 491 2705 470 2472 1443 2616 644 2031 1612 2819 1239 2361 2855 674 2351 97 532 1268 1272 2883 2551 168 2888 1800 2932 702 1102 1371 2044 2986 2537 3237 814 3064 2398 899 2455 2977 3229 1651 346 2545 1811 1370 907 2750 1336 91 1534
430,1575 2841 1129 2852 1969 783 837 2977 2527 733 2262 2182 1868 2385 2811 2565 1029 1470 2232 2574 938 3039 3142 842 1369 1560 2869 496 1383 741 1219 358 3221 486 1896 505 968 3079 3077 1857 2734 3223 1028 536 765 1423 2555 471 1268 1510
431,1343 405 454 2299 2726 3031 1881 1443 2470 426 1290 2398 2351 2652 803 3237 490 1156 1197 1800 1465 2976 2320 2031 1237 403 2688 1239 2878 443 417 2012 1048 1754 907 945 1106 988 597 385 241 1060 2035 2585 2478 1959 2182 1242 121 441
432,417 2464 1193 465 2398 485 3209 517 968 2652 3178 2883 1681 719 702 695 1811 697 706 2039 2359 3022 2470 2541 1386 3049 3229 698 147 1956 457 662 2810 2024 584 2696 3031 1185 1784 13 1793 3248 2086 1443 845 783 1567 663 505 1754
433,3189 333 3236 505 1377 1922 2072 1156 2193 0 437 417 865 2958 3181 719 457 958 545 1193 702 2024 2525 1386 1213 1770 1197 588 1078 2638 3241 465 856 2392 1048 147 2208 2339 475 100 2035 512 163 3031 515 3102 1362 1241 3250 1269
434,14 2351 2819 2976 266 214 100 1200 1071 991 2320 1122 3090 2057 942 2347 1942 609 2111 241 2994 2035 3064 296 3205 938 497 719 532 3084 1612 2147 74 165 1106 1402 2616 1340 2198 2464 1443 521 2470 2120 2398 71 644 3130 307 454
435,702 719 1443 1754 117 1213 2030 2299 898 964 417 968 3181 1784 1048 780 167 697 2182 2940 1196 380 609 412 454 1307 275 2320 465 1575 3026 296 2541 3078 2124 517 2855 1681 457 2106 862 2206 2024 698 918 1112 3118 2232 2750 505
436,954 3132 2923 1651 2977 292 2632 1602 2901 1556 2976 1731 1191 2307 2489 1501 2308 1915 2333 2653 1706 636 2082 1597 545 169 2428 2176 1339 3014 1254 1272 1973 650 2338 2585 43 2134 97 2364 1298 1014 613 706 2557 1173 1129 529 2538 3169
437,454 2080 2174 3059 2460 830 2555 3189 837 885 1141 2171 423 1695 2087 3008 1818 1315 2819 1612 180 2176 2978 2530 1864 1891 1743 2058 739 3170 2944 354 2718 2606 2216 1822 1593 1226 910 2964 1542 2237 589 1243 366 820 2339 713 2163 1982
438,706 1941 2031 2977 2411 444 1575 1614 1106 3142 2022 987 1197 1920 988 2541 2537 2855 2072 1826 2995 2652 1800 163 1651 545 2885 1402 2006 1332 2809 651 2931 1184 74 1385 1958 465 1055 770 1755 2551 3003 3237 2075 1875 496 1770 100 1200
439,2351 2455 2460 3147 92 2821 2474 2006 397 1681 2087 1861 2283 1195 1803 622 2538 3031 3008 1407 2466 678 3124 231 639 2514 3221 2531 1575 1784 2464 1347 2117 1132 443 2885 505 457 2070 3187 783 2833 637 346 2944 2662 1837 1761 1224 1127
440,1324 457 2997 2299 1784 505 517 496 2527 938 741 2855 1034 1268 2070 479 164 856 3092 2885 2664 1755 3176 485 243 676 167 333 2977 1804 2312 814 2320 465 1185 1295 1417 1673 2464 1942 2547 2343 72 2306 331 968 1156 1197 1857 2127
441,1290 865 1001 1289 470 2398 856 1200 3124 2431 331 241 2006 2193 1269 588 1681 719 559 1828 644 2129 280 465 2809 2957 2464 3035 2413 490 2874 239 147 119 698 939 714 2545 497 2455 2958 2163 712 1722 1797 2855 213 1054 2546 2802
442,2977 2464 1784 697 770 1868 2299 2514 3037 1818 2182 814 2940 938 2006 2616 1130 1770 987 1405 1835 1295 663 1200 457 1156 1195 521 1812 865 1567 2845 117 845 2127 1575 2463 162 1857 2841 1343 2541 3079 2179 272 1365 2946 1407 3178 1193
443,1295 2616 417 46 2115 2024 1868 361 1423 2652 2470 2693 698 1891 3037 2312 847 770 2541 2299 2986 2841 3031 1722 1156 837 479 3220 772 1734 1828 1754 976 2291 3241 48 2547 1034 3231 3156 2555 1443 454 1800 2551 609 1349 607 1664 545
444,2902 1871 1268 1770 1195 465 1579 239 2805 2652 471 2726 1156 231 2547 676 1784 1189 1681 1755 3189 1800 892 644 1065 3175 2527 714 2541 2455 2472 607 155 1130 2022 100 2350 490 2178 2128 1262 2810 2124 1321 1983 2339 1593 1568 1013 370
445,2022 2470 2563 2855 2127 1770 117 1290 1498 1602 1195 1386 2350 2726 294 814 231 987 457 1307 1031 3037 1343 1857 1001 2299 2602 1289 1200 1736 2464 1871 1239 1012 1745 1800 2937 1430 192 277 2455 655 2411 2899 1048 1071 2977 3206 845 2971
446,491 162 517 2888 3209 1443 644 1156 380 1875 165 232 1371 2994 465 361 2953 2754 2127 695 3021 698 2372 957 373 987 1812 1279 950 3178 1065 2474 1681 204 2326 385 1330 1245 2841 1297 1474 1217 1071 1722 1686 2359 2966 1818 2549 770
447,486 505 751 847 1298 905 454 1197 294 2807 2841 2338 987 319 358 865 702 919 1575 275 1715 1001 637 2786 1755 1130 2652 2464 1088 2537 2398 2521 2726 1185 1239 2330 2297 856 1873 1521 437 2976 1272 335 2855 2685 91 1106 328 448
448,2648 2262 714 2305 231 1154 825 358 2297 1224 319 2464 2352 1106 1991 1896 490 676 243 2225 2113 651 1975 1596 2182 1531 1470 553 607 2115 2362 2966 239 393 1195 1348 1269 2652 2555 2928 1614 3243 770 1686 865 637 1857 3147 2959 1240
